PM2.5,PM10,CO,NO2,SO2,O3,风速,压强,降水量,温度,湿度,时间
92,213,0.8,75,16,74,0.4,1029.3,307.6,2,95,2019/1/6 9:21
95,193,0.7,70,16,73,0.1,1029.3,307.6,2,95,2019/1/6 9:22
96,195,0.7,72,16,73,0.7,1029.4,307.6,3,95,2019/1/6 9:23
90,205,0.8,74,17,74,1.1,1029.4,307.6,2,94,2019/1/6 9:24
95,201,0.8,75,17,74,1.2,1029.3,307.6,2,94,2019/1/6 9:25
94,202,0.7,74,17,74,1.2,1029.3,307.6,2,94,2019/1/6 9:26
93,192,0.8,76,16,74,1,1029.4,307.6,2,94,2019/1/6 9:27
92,206,0.8,76,16,74,1,1029.4,307.6,2,94,2019/1/6 9:28
96,208,0.7,75,16,74,0.4,1029.4,307.6,2,94,2019/1/6 9:30
97,206,0.8,75,16,74,0.6,1029.5,307.6,2,95,2019/1/6 9:30
93,198,0.8,75,16,74,0.2,1029.5,307.6,3,95,2019/1/6 9:31
92,209,0.8,75,16,74,1.1,1029.5,307.6,3,95,2019/1/6 9:32
93,227,0.8,74,17,74,0.7,1029.4,307.6,3,95,2019/1/6 9:33
93,201,0.7,74,17,74,0.2,1029.5,307.6,2,94,2019/1/6 9:34
94,204,0.8,74,16,73,0.5,1029.4,307.6,3,94,2019/1/6 9:35
93,201,0.8,76,16,74,0.4,1029.5,307.6,3,94,2019/1/6 9:36
95,206,0.8,76,16,74,0.3,1029.5,307.6,3,95,2019/1/6 9:37
106,223,0.8,73,16,73,0.4,1029.4,307.6,3,95,2019/1/6 9:38
101,209,0.8,73,16,73,0.5,1029.4,307.6,3,94,2019/1/6 9:39
97,223,0.8,75,16,74,0.6,1029.4,307.6,3,94,2019/1/6 9:40
99,218,0.8,73,17,74,0.2,1029.4,307.6,3,94,2019/1/6 9:41
101,222,0.8,75,18,74,0.5,1029.4,307.6,3,94,2019/1/6 9:42
107,235,0.8,79,17,73,0.5,1029.4,307.6,3,94,2019/1/6 9:43
109,235,0.8,78,17,73,0.5,1029.4,307.6,3,94,2019/1/6 9:44
97,219,0.8,76,16,73,0.2,1029.5,307.6,3,95,2019/1/6 9:45
110,240,0.8,77,16,73,0.5,1029.4,307.6,3,95,2019/1/6 9:46
99,215,0.8,80,17,74,0.3,1029.4,307.6,3,95,2019/1/6 9:47
110,263,0.8,82,18,75,0.4,1029.4,307.6,3,95,2019/1/6 9:48
120,254,0.8,81,17,74,0.7,1029.4,307.6,3,95,2019/1/6 9:49
115,244,0.9,84,17,75,0.6,1029.4,307.6,3,95,2019/1/6 9:50
115,254,0.9,81,18,75,0.7,1029.4,307.6,3,95,2019/1/6 9:51
112,254,0.9,75,17,74,0.4,1029.5,307.6,3,95,2019/1/6 9:52
116,265,0.9,75,18,74,0.2,1029.5,307.6,3,95,2019/1/6 9:53
125,278,0.9,76,18,73,0.8,1029.5,307.6,3,95,2019/1/6 9:54
130,314,0.9,76,16,73,0.4,1029.4,307.6,3,95,2019/1/6 9:55
122,275,0.9,74,16,73,0.3,1029.4,307.6,3,95,2019/1/6 9:56
128,273,0.9,75,17,72,0.6,1029.6,307.6,3,95,2019/1/6 9:57
120,280,0.9,76,18,73,0.5,1029.5,307.6,3,95,2019/1/6 9:59
130,297,0.9,81,18,75,0.4,1029.5,307.6,3,95,2019/1/6 10:00
126,276,0.9,78,18,74,0.3,1029.5,307.6,3,95,2019/1/6 10:01
131,292,0.9,80,17,75,0.9,1029.5,307.6,3,95,2019/1/6 10:02
124,274,0.9,78,17,75,1.9,1029.5,307.6,3,94,2019/1/6 10:03
136,323,1,75,17,74,0.2,1029.4,307.6,3,94,2019/1/6 10:04
140,318,1,72,17,73,1,1029.3,307.6,3,94,2019/1/6 10:05
128,293,1,76,17,73,0.3,1029.3,307.6,3,94,2019/1/6 10:06
127,295,1,76,17,73,0.3,1029.4,307.6,3,94,2019/1/6 10:07
124,269,1,74,18,73,2,1029.3,307.6,3,94,2019/1/6 10:08
132,276,1,74,18,73,0.9,1029.3,307.6,3,94,2019/1/6 10:09
144,330,1,74,18,73,1.1,1029.3,307.6,3,94,2019/1/6 10:10
134,299,1,73,17,73,0.2,1029.4,307.6,3,94,2019/1/6 10:11
128,286,1,72,17,73,0.3,1029.3,307.6,3,94,2019/1/6 10:12
132,287,1,70,17,73,0.4,1029.3,307.6,3,94,2019/1/6 10:13
130,310,1.1,71,17,73,0.6,1029.4,307.6,3,95,2019/1/6 10:14
130,310,1,73,17,73,0.7,1029.4,307.6,3,95,2019/1/6 10:15
137,309,1,71,17,73,0.4,1029.4,307.6,3,95,2019/1/6 10:16
115,269,1,72,18,74,1.4,1029.3,307.6,3,95,2019/1/6 10:17
132,283,1,74,18,74,0.7,1029.4,307.6,3,94,2019/1/6 10:18
123,283,1,72,17,73,0.8,1029.5,307.6,3,94,2019/1/6 10:19
129,288,1.1,71,17,73,0.5,1029.5,307.6,3,94,2019/1/6 10:20
123,270,1.1,73,18,73,0.6,1029.3,307.6,3,94,2019/1/6 10:21
140,291,1.1,74,18,73,0.3,1029.3,307.6,3,94,2019/1/6 10:22
126,280,1.1,75,17,73,0.9,1029.4,307.6,3,94,2019/1/6 10:23
138,319,1,72,17,73,0.8,1029.3,307.6,3,94,2019/1/6 10:24
130,278,1,71,17,73,0.8,1029.3,307.6,3,94,2019/1/6 10:25
136,306,1,73,17,74,0.6,1029.3,307.6,3,94,2019/1/6 10:26
137,312,1,74,17,74,0.8,1029.3,307.6,3,94,2019/1/6 10:27
130,299,1,71,18,73,0.1,1029.4,307.6,3,94,2019/1/6 10:28
134,328,1,70,17,73,0.1,1029.4,307.6,3,94,2019/1/6 10:29
134,305,1,74,18,73,0.3,1029.4,307.6,3,94,2019/1/6 10:30
136,312,1,76,18,74,0.8,1029.4,307.6,3,93,2019/1/6 10:31
132,296,1,74,17,74,0.8,1029.4,307.6,3,93,2019/1/6 10:32
140,314,1,72,17,74,0.6,1029.3,307.6,3,93,2019/1/6 10:33
134,300,1,73,17,74,0.3,1029.3,307.6,3,93,2019/1/6 10:34
144,309,1,75,18,74,0.9,1029.3,307.6,3,93,2019/1/6 10:35
141,319,1,75,18,73,0.1,1029.3,307.6,3,93,2019/1/6 10:36
146,310,1,75,17,73,0.8,1029.3,307.6,3,93,2019/1/6 10:37
132,296,1,76,17,73,0.7,1029.2,307.6,3,93,2019/1/6 10:38
135,292,1,74,18,73,0.2,1029.1,307.6,3,93,2019/1/6 10:39
137,334,1,72,17,74,0.8,1029.1,307.6,3,93,2019/1/6 10:40
140,306,1,73,16,73,0.8,1029,307.6,3,93,2019/1/6 10:41
139,309,1,73,16,73,0.2,1029,307.6,3,92,2019/1/6 10:42
141,299,0.9,72,16,73,0.5,1029,307.6,3,92,2019/1/6 10:43
134,305,0.9,71,17,74,0.3,1028.9,307.6,3,92,2019/1/6 10:44
137,289,0.9,71,17,74,0.4,1029,307.6,3,92,2019/1/6 10:45
148,326,1,74,20,74,0.2,1029,307.6,3,92,2019/1/6 10:47
144,301,0.9,81,19,74,0.3,1028.9,307.6,3,92,2019/1/6 10:48
147,318,0.9,79,18,74,0.3,1028.8,307.6,4,91,2019/1/6 10:49
140,313,0.9,75,18,73,0.9,1028.7,307.6,4,91,2019/1/6 10:50
137,291,0.9,78,17,74,0.2,1028.6,307.6,4,90,2019/1/6 10:51
159,338,0.9,77,17,75,0.5,1028.7,307.6,4,91,2019/1/6 10:52
148,315,0.9,78,17,77,1.7,1028.6,307.6,4,91,2019/1/6 10:53
116,254,0.9,82,17,78,1,1028.6,307.6,4,90,2019/1/6 10:54
115,252,0.8,81,17,78,1.6,1028.6,307.6,3,90,2019/1/6 10:55
104,211,0.8,79,17,77,1.4,1028.6,307.6,3,90,2019/1/6 10:56
107,215,0.8,77,16,77,1,1028.4,307.6,3,90,2019/1/6 10:57
108,232,0.8,75,16,77,1.1,1028.3,307.6,3,91,2019/1/6 10:58
105,223,0.8,77,17,76,2.6,1028.3,307.6,3,90,2019/1/6 10:59
114,239,0.8,76,16,76,1.8,1028.3,307.6,3,90,2019/1/6 11:00
104,213,0.8,73,16,76,0.9,1028.3,307.6,3,91,2019/1/6 11:01
106,222,0.8,74,17,76,0.8,1028.3,307.6,3,92,2019/1/6 11:02
113,256,0.8,76,16,76,0.4,1028.3,307.6,3,92,2019/1/6 11:03
116,247,0.8,77,17,75,0.6,1028.3,307.6,3,92,2019/1/6 11:04
108,228,0.8,76,16,74,0.2,1028.2,307.6,3,92,2019/1/6 11:05
109,232,0.8,74,16,74,0.4,1028.2,307.6,3,92,2019/1/6 11:06
105,223,0.8,77,15,74,0.3,1028.1,307.6,3,92,2019/1/6 11:07
104,232,0.8,77,16,75,0.5,1028,307.6,3,93,2019/1/6 11:08
112,262,0.8,75,16,76,0.4,1028,307.6,3,93,2019/1/6 11:09
122,256,0.8,76,16,77,0.5,1028,307.6,3,93,2019/1/6 11:10
131,271,0.8,80,17,77,0.5,1028,307.6,3,93,2019/1/6 11:11
125,252,0.7,79,18,78,0.2,1028,307.6,3,93,2019/1/6 11:12
107,224,0.8,78,18,77,0.5,1028,307.6,3,92,2019/1/6 11:13
117,252,0.8,78,18,76,0.4,1027.9,307.6,3,92,2019/1/6 11:14
110,228,0.8,81,17,76,0.1,1028,307.6,3,92,2019/1/6 11:15
105,217,0.8,83,16,77,0.5,1028,307.6,3,92,2019/1/6 11:16
104,247,0.8,87,16,77,0.4,1027.9,307.6,3,91,2019/1/6 11:17
122,252,0.8,89,16,78,0.5,1028,307.6,3,91,2019/1/6 11:18
119,239,0.8,88,16,79,0.8,1027.9,307.6,3,91,2019/1/6 11:19
103,214,0.7,83,16,79,0.2,1027.9,307.6,3,90,2019/1/6 11:20
101,231,0.8,81,16,79,0.5,1028,307.6,3,90,2019/1/6 11:21
106,226,0.8,81,16,78,0.3,1028,307.6,3,90,2019/1/6 11:22
101,208,0.8,83,17,78,0.3,1028,307.6,4,90,2019/1/6 11:23
104,210,0.8,94,16,82,0.3,1027.9,307.6,4,91,2019/1/6 11:24
105,227,0.8,95,16,83,0.4,1027.9,307.6,4,90,2019/1/6 11:25
105,256,0.7,86,17,79,0.7,1028,307.6,4,90,2019/1/6 11:26
97,205,0.8,85,17,79,0.9,1027.9,307.6,4,90,2019/1/6 11:27
95,217,0.8,84,16,80,0.7,1028,307.6,4,90,2019/1/6 11:28
90,209,0.8,81,16,80,0.4,1028,307.6,3,89,2019/1/6 11:29
90,205,0.8,79,17,81,0.2,1027.9,307.6,3,89,2019/1/6 11:30
89,183,0.8,78,17,81,0.3,1027.9,307.6,3,89,2019/1/6 11:31
88,204,0.8,78,17,81,0.5,1027.9,307.6,3,89,2019/1/6 11:32
92,189,0.8,79,17,81,0.4,1027.8,307.6,4,89,2019/1/6 11:33
89,191,0.7,79,17,80,0.7,1027.8,307.6,4,89,2019/1/6 11:34
88,188,0.8,77,16,80,0.6,1027.9,307.6,4,88,2019/1/6 11:35
91,189,0.7,75,16,80,1,1027.8,307.6,4,88,2019/1/6 11:36
88,180,0.7,75,16,81,0.3,1027.8,307.6,4,87,2019/1/6 11:37
88,179,0.8,73,16,81,0.3,1027.8,307.6,4,87,2019/1/6 11:38
89,196,0.7,73,17,81,0.3,1027.8,307.6,4,88,2019/1/6 11:39
85,174,0.7,75,16,81,0.6,1027.8,307.6,4,88,2019/1/6 11:40
92,185,0.7,78,16,81,0.3,1027.8,307.6,4,88,2019/1/6 11:41
80,171,0.7,79,17,82,0.6,1027.7,307.6,4,88,2019/1/6 11:42
86,183,0.7,77,16,81,0.5,1027.7,307.6,4,87,2019/1/6 11:43
80,165,0.8,76,16,80,0.3,1027.8,307.6,4,87,2019/1/6 11:44
88,196,0.8,74,17,79,0.2,1027.8,307.6,4,86,2019/1/6 11:45
84,175,0.8,73,17,79,0.2,1027.7,307.6,4,86,2019/1/6 11:46
86,179,0.7,75,16,79,0.1,1027.7,307.6,4,87,2019/1/6 11:47
84,183,0.7,77,16,80,0.3,1027.7,307.6,4,87,2019/1/6 11:48
85,182,0.8,79,16,81,1.3,1027.6,307.6,4,87,2019/1/6 11:49
77,156,0.8,81,15,82,1,1027.7,307.6,4,86,2019/1/6 11:50
82,166,0.8,81,16,82,1,1027.8,307.6,4,86,2019/1/6 11:51
80,174,0.7,80,16,82,1.2,1027.8,307.6,4,87,2019/1/6 11:52
86,169,0.8,81,18,82,0.8,1027.8,307.6,4,87,2019/1/6 11:53
86,179,0.8,79,18,82,0.5,1027.9,307.6,3,87,2019/1/6 11:54
88,174,0.7,78,17,82,0.5,1027.8,307.6,3,88,2019/1/6 11:55
85,166,0.7,79,16,81,0.8,1027.9,307.6,3,88,2019/1/6 11:56
88,191,0.8,80,16,81,1.2,1027.9,307.6,3,88,2019/1/6 11:57
84,185,0.8,81,16,82,1.2,1027.9,307.6,3,88,2019/1/6 11:58
82,179,0.8,83,16,82,0.9,1027.9,307.6,3,88,2019/1/6 11:59
88,184,0.7,84,17,82,1.2,1027.9,307.6,3,88,2019/1/6 12:00
87,193,0.7,85,15,82,1.2,1027.9,307.6,3,88,2019/1/6 12:01
89,183,0.8,85,15,81,0.8,1027.9,307.6,3,88,2019/1/6 12:02
91,196,0.8,85,14,81,1.7,1027.9,307.6,3,89,2019/1/6 12:03
84,174,0.7,84,15,82,1.2,1027.9,307.6,3,88,2019/1/6 12:04
86,170,0.7,83,16,82,1.3,1027.9,307.6,3,88,2019/1/6 12:05
88,180,0.8,82,16,82,0.3,1027.9,307.6,3,88,2019/1/6 12:06
92,191,0.8,82,17,82,1.3,1027.8,307.6,3,88,2019/1/6 12:07
85,172,0.8,81,16,82,1.2,1027.8,307.6,3,88,2019/1/6 12:08
84,183,0.8,78,16,82,1.7,1027.8,307.6,3,88,2019/1/6 12:09
94,193,0.7,78,16,82,0.6,1027.8,307.6,3,88,2019/1/6 12:10
88,183,0.7,79,16,82,1,1027.8,307.6,3,88,2019/1/6 12:11
95,204,0.7,79,17,82,1.7,1027.8,307.6,3,88,2019/1/6 12:12
87,174,0.7,79,16,82,1,1027.9,307.6,3,88,2019/1/6 12:13
80,170,0.7,79,16,82,0.6,1027.9,307.6,3,88,2019/1/6 12:14
85,174,0.8,75,17,82,1,1027.9,307.6,3,88,2019/1/6 12:15
84,175,0.8,73,16,82,0.6,1027.9,307.6,3,87,2019/1/6 12:16
92,188,0.8,76,16,81,0.3,1027.8,307.6,3,87,2019/1/6 12:17
79,170,0.8,76,16,81,0.7,1027.8,307.6,3,88,2019/1/6 12:18
80,166,0.8,74,16,81,0.4,1027.8,307.6,4,87,2019/1/6 12:19
92,189,0.8,74,16,81,0.8,1027.8,307,4,88,2019/1/6 12:20
93,185,0.7,78,15,82,0.5,1027.9,307.6,4,87,2019/1/6 12:21
84,179,0.7,80,15,82,1.4,1027.8,307.6,4,88,2019/1/6 12:22
87,179,0.7,81,15,83,0.8,1027.9,307.6,4,87,2019/1/6 12:23
80,162,0.7,78,15,83,0.4,1027.9,307.6,4,87,2019/1/6 12:24
80,171,0.7,78,15,82,0.5,1027.8,307.6,4,87,2019/1/6 12:25
81,165,0.7,80,16,82,0.4,1027.8,307.6,4,86,2019/1/6 12:26
82,189,0.8,79,16,82,1.6,1027.8,307.6,4,86,2019/1/6 12:27
86,179,0.8,79,16,82,0.5,1027.8,307.6,4,86,2019/1/6 12:28
85,165,0.7,81,16,83,0.8,1027.9,307.6,4,86,2019/1/6 12:29
86,179,0.7,83,15,83,0.8,1028,307.6,4,86,2019/1/6 12:30
80,166,0.7,81,16,82,0.4,1027.9,307.6,4,86,2019/1/6 12:31
91,198,0.8,87,16,84,0.4,1027.9,307.6,4,86,2019/1/6 12:32
80,178,0.8,98,17,86,0.7,1027.9,307.6,4,86,2019/1/6 12:33
76,145,0.8,99,17,85,0.7,1027.9,307.6,4,84,2019/1/6 12:34
79,163,0.8,86,17,86,0.4,1027.8,307.6,4,84,2019/1/6 12:35
77,161,0.7,80,16,83,0.5,1027.8,307.6,4,84,2019/1/6 12:36
80,163,0.7,79,15,83,0.7,1027.7,307.6,4,84,2019/1/6 12:37
78,153,0.7,78,17,83,1.1,1027.8,307.6,4,83,2019/1/6 12:38
88,180,0.7,80,16,84,0.8,1027.7,307.6,4,84,2019/1/6 12:39
76,154,0.7,82,16,84,1.2,1027.7,307.6,4,83,2019/1/6 12:40
84,167,0.8,85,17,85,0.6,1027.8,307.6,4,83,2019/1/6 12:41
81,163,0.8,89,17,86,0.7,1027.7,307.6,4,84,2019/1/6 12:42
77,166,0.8,89,16,86,0.6,1027.8,307.6,4,83,2019/1/6 12:43
82,179,0.7,87,17,87,0.5,1027.8,307.6,4,83,2019/1/6 12:44
75,148,0.7,98,18,93,1.1,1027.8,307.6,4,83,2019/1/6 12:45
78,170,0.7,59,17,93,0.6,1027.7,307.6,4,82,2019/1/6 12:46
77,159,0.7,90,16,87,0.8,1027.6,307.6,4,83,2019/1/6 12:47
72,135,0.7,85,16,86,0.8,1027.6,307.6,4,83,2019/1/6 12:48
81,166,0.7,87,16,87,0.4,1027.6,307.6,4,84,2019/1/6 12:49
73,136,0.8,95,16,89,1,1027.6,307.6,4,84,2019/1/6 12:50
65,135,0.8,93,16,88,1.1,1027.5,307.6,4,81,2019/1/6 12:51
64,130,0.7,85,16,86,1,1027.6,307.6,4,82,2019/1/6 12:52
66,133,0.7,79,16,86,0.8,1027.5,307.6,4,82,2019/1/6 12:53
71,139,0.7,78,16,86,0.5,1027.5,307.6,4,81,2019/1/6 12:54
72,140,0.7,76,16,87,0.4,1027.4,307.6,4,82,2019/1/6 12:55
72,156,0.7,80,17,88,0.3,1027.4,307.6,4,82,2019/1/6 12:56
69,153,0.7,88,16,89,0.8,1027.4,307.6,4,82,2019/1/6 12:57
76,153,0.7,92,15,88,0.8,1027.4,307.6,4,82,2019/1/6 12:58
68,132,0.7,97,15,88,1.1,1027.4,307.6,4,82,2019/1/6 12:59
74,158,0.7,92,15,87,0.9,1027.3,307.6,4,82,2019/1/6 13:00
70,139,0.7,84,16,85,0.3,1027.4,307.6,4,82,2019/1/6 13:01
72,139,0.8,83,16,84,0.3,1027.3,307.6,4,83,2019/1/6 13:02
77,153,0.7,91,15,86,0.4,1027.3,307.6,4,83,2019/1/6 13:03
76,144,0.7,46,17,89,0.5,1027.3,307.6,4,83,2019/1/6 13:04
72,154,0.7,84,17,89,0.7,1027.4,307.6,4,83,2019/1/6 13:05
69,137,0.8,99,16,88,1.2,1027.4,307.6,4,82,2019/1/6 13:06
72,144,0.8,85,16,86,0.4,1027.3,307.6,4,81,2019/1/6 13:07
70,143,0.8,85,16,86,0.8,1027.3,307.6,4,82,2019/1/6 13:08
72,143,0.7,84,16,86,0.7,1027.4,307.6,4,81,2019/1/6 13:09
68,140,0.7,83,16,87,0.6,1027.3,307.6,4,82,2019/1/6 13:10
73,139,0.7,81,16,86,0.6,1027.4,307.6,4,81,2019/1/6 13:11
71,133,0.7,81,15,85,0.4,1027.5,307.6,4,83,2019/1/6 13:12
68,149,0.7,78,16,83,0.2,1027.4,307.6,4,83,2019/1/6 13:13
72,145,0.7,76,16,81,0.1,1027.5,307.6,4,83,2019/1/6 13:14
65,137,0.8,79,16,83,0.3,1027.5,307.6,4,83,2019/1/6 13:15
68,143,0.7,83,16,84,0.8,1027.5,307.6,4,83,2019/1/6 13:16
76,140,0.7,86,16,85,1.2,1027.4,307.6,4,82,2019/1/6 13:17
68,133,0.7,87,16,85,0.6,1027.4,307.6,4,81,2019/1/6 13:18
66,132,0.7,82,16,86,0.3,1027.4,307.6,4,81,2019/1/6 13:19
68,135,0.7,74,16,84,0.6,1027.4,307.6,4,81,2019/1/6 13:20
73,146,0.7,80,16,85,0.5,1027.4,307.6,4,82,2019/1/6 13:21
67,137,0.8,90,16,87,0.4,1027.4,307.6,4,82,2019/1/6 13:22
68,136,0.8,91,17,88,0.7,1027.4,307.6,4,81,2019/1/6 13:23
70,135,0.7,80,16,85,0.4,1027.4,307.6,4,81,2019/1/6 13:24
72,136,0.7,74,15,83,0.3,1027.4,307.6,4,81,2019/1/6 13:25
69,141,0.7,75,15,82,0.4,1027.4,307.6,4,81,2019/1/6 13:26
67,127,0.7,75,16,82,0.5,1027.4,307.6,4,81,2019/1/6 13:27
70,135,0.7,74,15,83,0.5,1027.3,307.6,4,82,2019/1/6 13:28
70,139,0.7,76,15,83,0.3,1027.3,307.6,4,82,2019/1/6 13:29
70,144,0.7,75,17,83,0.2,1027.2,307.6,4,82,2019/1/6 13:30
72,135,0.8,73,16,83,0.5,1027.3,307.6,4,81,2019/1/6 13:31
65,132,0.7,74,15,83,0.4,1027.3,307.6,4,82,2019/1/6 13:32
74,137,0.7,76,16,84,0.3,1027.3,307.6,4,82,2019/1/6 13:33
70,137,0.7,76,16,84,0.4,1027.2,307.6,4,82,2019/1/6 13:34
72,153,0.7,76,15,83,0.6,1027.2,307.6,4,82,2019/1/6 13:35
70,139,0.7,75,16,83,0.5,1027.2,307.6,4,82,2019/1/6 13:36
61,131,0.7,74,15,84,0.6,1027.2,307.6,4,82,2019/1/6 13:37
64,130,0.7,74,16,84,1,1027.1,307.6,4,81,2019/1/6 13:38
66,132,0.7,71,16,84,0.4,1027,307.6,4,81,2019/1/6 13:39
71,144,0.7,68,16,85,0.5,1027,307.6,4,82,2019/1/6 13:40
70,137,0.7,69,16,86,0.7,1027,307.6,4,82,2019/1/6 13:41
74,137,0.7,72,17,85,0.5,1027,307.6,4,82,2019/1/6 13:42
74,146,0.7,75,17,85,0.4,1027,307.6,4,82,2019/1/6 13:43
78,167,0.8,77,16,85,0.3,1027.1,307.6,4,82,2019/1/6 13:44
76,158,0.8,79,16,85,0.6,1027.1,307.6,4,83,2019/1/6 13:45
72,149,0.7,76,15,84,0.3,1027.2,307.6,4,82,2019/1/6 13:46
66,139,0.7,73,15,84,0.6,1027.1,307.6,4,82,2019/1/6 13:47
61,130,0.7,70,15,85,0.5,1027.1,307.6,4,81,2019/1/6 13:48
61,133,0.7,66,15,85,0.3,1027.1,307.6,4,80,2019/1/6 13:49
58,128,0.7,64,15,83,0.1,1027,307.6,4,80,2019/1/6 13:50
73,150,0.7,66,16,82,0.3,1027,307.6,4,81,2019/1/6 13:51
92,222,0.7,67,16,82,0.4,1027,307.6,4,82,2019/1/6 13:52
80,153,0.7,69,16,83,0.5,1027,307.6,4,82,2019/1/6 13:53
84,191,0.7,71,16,84,0.3,1027.1,307.6,4,82,2019/1/6 13:54
76,153,0.8,71,16,83,0.4,1027,307.6,4,82,2019/1/6 13:55
85,165,0.7,73,16,83,0.2,1027,307.6,4,83,2019/1/6 13:56
74,152,0.7,77,16,84,1,1027,307.6,4,82,2019/1/6 13:57
73,139,0.7,79,15,85,1.4,1027,307.6,4,81,2019/1/6 13:58
75,144,0.7,81,15,85,0.7,1026.8,307.6,4,82,2019/1/6 13:59
81,174,0.7,82,16,85,0.8,1026.8,307.6,4,82,2019/1/6 14:00
72,153,0.7,80,17,85,1.1,1026.8,307.6,4,82,2019/1/6 14:01
70,146,0.7,80,16,87,1,1026.7,307.6,4,82,2019/1/6 14:02
76,150,0.7,83,15,88,0.9,1026.7,307.6,4,81,2019/1/6 14:03
69,137,0.7,78,16,87,0.5,1026.7,307.6,4,81,2019/1/6 14:04
72,154,0.7,76,16,86,0.5,1026.7,307.6,4,82,2019/1/6 14:05
77,158,0.8,77,16,85,0.3,1026.7,307.6,4,82,2019/1/6 14:06
71,145,0.7,77,16,84,0.6,1026.6,307.6,4,82,2019/1/6 14:07
72,158,0.7,78,16,84,0.6,1026.7,307.6,4,83,2019/1/6 14:08
75,145,0.7,82,15,85,0.6,1026.7,307.6,4,83,2019/1/6 14:09
77,161,0.7,85,15,87,0.3,1026.8,307.6,4,83,2019/1/6 14:09
84,166,0.7,89,15,86,0.5,1026.9,307.6,4,83,2019/1/6 14:11
76,153,0.7,86,16,85,0.6,1026.9,307.6,4,82,2019/1/6 14:12
71,145,0.7,80,16,87,0.8,1026.9,307.6,4,82,2019/1/6 14:13
68,137,0.7,76,15,86,0.7,1026.8,307.6,4,81,2019/1/6 14:13
71,137,0.7,75,15,86,0.5,1026.9,307.6,4,81,2019/1/6 14:14
71,150,0.7,75,16,86,0.5,1027,307.6,4,81,2019/1/6 14:15
74,156,0.7,75,15,86,0.5,1027,307.6,4,81,2019/1/6 14:16
71,140,0.7,75,15,86,0.7,1027.1,307.6,4,82,2019/1/6 14:17
72,154,0.7,84,17,86,1,1027.1,307.6,4,82,2019/1/6 14:20
78,166,0.7,86,17,87,0.7,1027.1,307.6,4,82,2019/1/6 14:21
75,144,0.7,88,16,86,0.7,1027.1,307.6,4,82,2019/1/6 14:22
68,133,0.7,93,16,87,1.2,1027.1,307.6,4,82,2019/1/6 14:22
76,154,0.7,90,15,88,0.7,1027.2,307.6,4,81,2019/1/6 14:23
72,150,0.7,82,15,87,0.4,1027.2,307.6,4,81,2019/1/6 14:25
73,143,0.7,77,15,84,0.7,1027.1,307.6,4,82,2019/1/6 14:25
76,154,0.7,80,15,83,0.8,1027.1,307.6,4,82,2019/1/6 14:26
84,159,0.7,86,15,85,0.4,1027.1,307.6,4,83,2019/1/6 14:27
76,152,0.7,84,16,85,0.4,1027.1,307.6,4,82,2019/1/6 14:29
77,149,0.7,85,16,86,0.4,1027.1,307.6,4,82,2019/1/6 14:29
81,154,0.7,86,16,87,0.5,1027.2,307.6,4,82,2019/1/6 14:30
76,149,0.8,87,16,87,0.3,1027.1,307.6,4,82,2019/1/6 14:31
78,156,0.8,86,17,85,0.2,1027.2,307.6,4,83,2019/1/6 14:32
72,137,0.7,85,16,83,0.3,1027.2,307.6,4,83,2019/1/6 14:33
76,145,0.7,85,15,84,1,1027.2,307.6,4,83,2019/1/6 14:34
71,150,0.7,84,15,86,1.2,1027.3,307.6,4,83,2019/1/6 14:35
70,139,0.7,83,16,87,0.2,1027.3,307.6,4,82,2019/1/6 14:36
71,139,0.7,78,16,85,0.4,1027.2,307.6,4,82,2019/1/6 14:38
74,154,0.7,78,15,84,0.7,1027.2,307.6,4,82,2019/1/6 14:39
70,143,0.7,82,14,84,0.6,1027.3,307.6,4,81,2019/1/6 14:39
69,144,0.7,81,15,84,0.7,1027.1,307.6,4,81,2019/1/6 14:40
68,145,0.7,81,15,86,0.2,1027.1,307.6,4,82,2019/1/6 14:41
65,137,0.7,78,15,85,0.2,1027.1,307.6,4,82,2019/1/6 14:42
72,145,0.7,75,15,82,0.1,1027.1,307.6,4,82,2019/1/6 14:43
68,143,0.7,74,15,83,0.3,1027,307.6,4,82,2019/1/6 14:44
70,133,0.7,75,15,84,0.2,1026.9,307.6,4,82,2019/1/6 14:45
78,161,0.7,75,15,84,0.3,1027,307.6,4,83,2019/1/6 14:46
74,140,0.7,79,15,83,0.6,1026.9,307.6,4,83,2019/1/6 14:47
73,145,0.7,86,16,85,0.4,1026.9,307.6,4,83,2019/1/6 14:49
74,158,0.8,89,15,85,0.6,1026.8,30,4,83,2019/1/6 14:50
74,143,0.8,89,14,85,0.5,1026.8,307.6,4,83,2019/1/6 14:50
76,152,0.7,87,15,86,0.5,1026.8,307.6,4,83,2019/1/6 14:51
76,152,0.7,86,15,87,0.4,1026.8,307.6,4,83,2019/1/6 14:52
70,139,0.8,85,16,87,0.5,1026.8,307.6,4,83,2019/1/6 14:53
77,150,0.7,80,16,85,0.5,1026.9,307.6,4,82,2019/1/6 14:54
72,148,0.7,80,16,85,0.5,1026.9,307.6,4,82,2019/1/6 14:55
76,157,0.7,82,16,86,0.6,1026.9,307.6,4,82,2019/1/6 14:56
87,176,0.7,88,15,87,0.5,1027,307.6,4,83,2019/1/6 14:57
89,184,0.7,90,15,87,0.5,1027.1,307.6,4,83,2019/1/6 14:58
